iter	MultiClass
568	0.2664398224
569	0.2657209029
570	0.2651189333
571	0.2647395934
572	0.2643830486
573	0.264045773
574	0.2635633272
575	0.2630889931
576	0.2622836432
577	0.2619335153
578	0.2614735198
579	0.2609011316
580	0.2603950489
581	0.2599880086
582	0.2594779705
583	0.2590895383
584	0.2585540896
585	0.2580506377
586	0.2577067878
587	0.2574495962
588	0.2571186596
589	0.2568361813
590	0.2565770841
591	0.2562007975
592	0.2560223208
593	0.255545148
594	0.2547922508
595	0.2543314221
596	0.2540799231
597	0.2538200395
598	0.2535207767
599	0.2530682043
600	0.2527188201
601	0.2522776714
602	0.2519492912
603	0.2517594778
604	0.2514871088
605	0.2509570309
606	0.250705661
607	0.2505134836
608	0.2503310318
609	0.2498905745
610	0.2494063975
611	0.2489873607
612	0.2483273318
613	0.2478272751
614	0.2474039146
615	0.2471461504
616	0.2468716566
617	0.2466730899
618	0.246336473
619	0.2457699984
620	0.245415888
621	0.2451846001
622	0.2447661046
623	0.2444326187
624	0.2440470146
625	0.2436213191
626	0.2432833896
627	0.2429432398
628	0.2424621621
629	0.2421151794
630	0.2419407657
631	0.2414437181
632	0.2412889617
633	0.2410084483
634	0.2407736977
635	0.24041419
636	0.2400294862
637	0.2396906555
638	0.2393665543
639	0.2390395228
640	0.2386566713
641	0.2383561335
642	0.2379372602
643	0.2376414548
644	0.2372923649
645	0.2368870115
646	0.2367404457
647	0.2361675236
648	0.2358009236
649	0.2353675556
650	0.2349403786
651	0.2343811213
652	0.2340739003
653	0.2338401913
654	0.2334727578
655	0.2332271658
656	0.2327548958
657	0.2324473824
658	0.2320961799
659	0.2317825898
660	0.2313476528
661	0.230993176
662	0.2305426286
663	0.2303642528
664	0.2299347215
665	0.2296166836
666	0.2292634373
667	0.2288724917
668	0.2284731821
669	0.2279744063
670	0.2277529386
671	0.2272826064
672	0.2269599547
673	0.2266968195
674	0.2261371815
675	0.2259164735
676	0.2254356263
677	0.2250001355
678	0.2247975328
679	0.2243508099
680	0.2239987933
681	0.2237714439
682	0.2235387451
683	0.2233506322
684	0.2229425052
685	0.2226819808
686	0.2223885051
687	0.2220537215
688	0.2218480482
689	0.2214943062
690	0.2210742556
691	0.2207408384
692	0.2201678852
693	0.2198737559
694	0.2195756754
695	0.2191619351
696	0.2187567032
697	0.2183108877
698	0.217975445
699	0.2176648725
700	0.2173368145
701	0.2170395846
702	0.2167229611
703	0.2164641434
704	0.2161357572
705	0.2158931074
706	0.2156853697
707	0.2153982308
708	0.2149082769
709	0.2147058245
710	0.2145343432
711	0.2143098487
712	0.2140240957
713	0.2135785634
714	0.2131968969
715	0.2127603551
716	0.2124940657
717	0.212255145
718	0.2118291217
719	0.2116106492
720	0.2114383226
721	0.2110305496
722	0.2106087815
723	0.2103679231
724	0.2100038517
725	0.2096419779
726	0.2093605478
727	0.2090095013
728	0.2086831074
729	0.2083126404
730	0.2080273083
731	0.2077746961
732	0.2075273009
733	0.2072350457
734	0.20677902
735	0.2063845168
736	0.2061703047
737	0.2057449782
738	0.2055192643
739	0.2053246763
740	0.2048700306
741	0.2046187242
742	0.2043386146
743	0.2040674058
744	0.2037530519
745	0.2035243356
746	0.2032779201
747	0.2028756454
748	0.2025108074
749	0.2023625236
750	0.2020236489
751	0.2017844514
752	0.2014804671
753	0.2011401257
754	0.2008872159
755	0.2007338899
756	0.2004598987
757	0.2001314271
758	0.1998171643
759	0.1991822664
760	0.1989129657
761	0.1987343475
762	0.1984909351
763	0.1978939445
764	0.1975196079
765	0.1971874926
766	0.1969438099
767	0.1966929585
768	0.196284302
769	0.1960098002
770	0.1957732646
771	0.1954459723
772	0.1951533133
773	0.1948224114
774	0.1944727602
775	0.1940643165
776	0.1937275411
777	0.1935004027
778	0.1932144606
779	0.1929335399
780	0.1927457438
781	0.1924757767
782	0.1922547154
783	0.1920219608
784	0.1917988741
785	0.1916677184
786	0.1913816809
787	0.1910190933
788	0.1907489439
789	0.1904279986
790	0.1900861027
791	0.1897662652
792	0.1894856662
793	0.1893232079
794	0.1890117492
795	0.1887401116
796	0.1885221239
797	0.1883260977
798	0.1878595105
799	0.1873474735
800	0.1870566398
801	0.1867027834
802	0.1864126104
803	0.1861031759
804	0.1858809417
805	0.1854063197
806	0.185154299
807	0.1849541371
808	0.1845573928
809	0.1843462904
810	0.1840044227
811	0.183693403
812	0.1832022157
813	0.1830010473
814	0.1825631556
815	0.1823052654
816	0.1820197074
817	0.1818046251
818	0.1816185182
819	0.1813059206
820	0.1810337785
821	0.1807708457
822	0.1804396972
823	0.1802508089
824	0.1799678918
825	0.1797364603
826	0.1795950678
827	0.1792662211
828	0.179045279
829	0.1787351486
830	0.178391177
831	0.1781561911
832	0.1780565574
833	0.1779320212
834	0.17769272
835	0.1773816595
836	0.1771256099
837	0.1768785855
838	0.1765227863
839	0.1763105407
840	0.1759404986
841	0.17559645
842	0.1752632785
843	0.1750381071
844	0.1748433437
845	0.1746974738
846	0.1745196111
847	0.1742796414
848	0.1740009288
849	0.1738761238
850	0.1737644023
851	0.1734546873
852	0.1731388321
853	0.1730167574
854	0.1728655205
855	0.1726106459
856	0.1724008687
857	0.1721405534
858	0.1719308841
859	0.1716922258
860	0.1714565426
861	0.1712412837
862	0.1709646159
863	0.1707203025
864	0.170573011
865	0.1703787439
866	0.1702093986
867	0.1699483192
868	0.1698191528
869	0.1695029165
870	0.1692581999
871	0.1689840508
872	0.1687307485
873	0.1684408463
874	0.1682651286
875	0.1680511643
876	0.1676658909
877	0.167373081
878	0.1671505679
879	0.1669573983
880	0.1666176241
881	0.1664383475
882	0.1661440614
883	0.1659109076
884	0.1656514583
885	0.1655548496
886	0.1652921415
887	0.1649812212
888	0.1647500156
889	0.1645667153
890	0.1642059505
891	0.1640005534
892	0.1637793564
893	0.1637120297
894	0.1635213243
895	0.1632506856
896	0.1630671115
897	0.1628491714
898	0.162712583
899	0.1624698668
900	0.1623137821
901	0.1621068176
902	0.1619207567
903	0.1617338905
904	0.1614668005
905	0.1612243577
906	0.1610129446
907	0.1606779525
908	0.1603745093
909	0.1601614527
910	0.1599706297
911	0.1597609718
912	0.1595643973
913	0.1594608676
914	0.1592284833
915	0.158975292
916	0.158847223
917	0.1586535318
918	0.1583696589
919	0.1581384326
920	0.1579487305
921	0.157625274
922	0.157424035
923	0.1571785404
924	0.157015515
925	0.1568843554
926	0.1566042022
927	0.1563854627
928	0.1562357043
929	0.1560717994
930	0.155842798
931	0.1556714391
932	0.1554902229
933	0.155288273
934	0.1551071233
935	0.1548540554
936	0.1546570596
937	0.1543509039
938	0.1542086916
939	0.154119322
940	0.1538874036
941	0.1537145034
942	0.1535678558
943	0.1533465033
944	0.1531583229
945	0.152972869
946	0.1528059721
947	0.1526287488
948	0.1522991351
949	0.1520266952
950	0.1517213082
951	0.1514545459
952	0.1512129599
953	0.1510449555
954	0.1507889239
955	0.1505193034
956	0.150432429
957	0.1502416008
958	0.1499894157
959	0.1498318545
960	0.149631855
961	0.1493346479
962	0.1490505784
963	0.1488790766
964	0.1486658788
965	0.148323826
966	0.1481944389
967	0.1479811127
968	0.1478598246
969	0.1475893279
970	0.1473366085
971	0.1472133779
972	0.1471245141
973	0.1470019428
974	0.1468083983
975	0.146716256
976	0.1465572928
977	0.1463143796
978	0.1461670887
979	0.1460793788
980	0.1459488536
981	0.145770289
982	0.1456072784
983	0.1454309781
984	0.1452046076
985	0.1450843296
986	0.1449404951
987	0.1448344647
988	0.1446063952
989	0.1443761523
990	0.1441574344
991	0.1439900594
992	0.1438011769
993	0.1435633832
994	0.1434569388
995	0.1433548775
996	0.1431277349
997	0.1429190904
998	0.1426289854
999	0.1424415751
