iter	Logloss
0	0.683318456
1	0.6729357243
2	0.660829862
3	0.6512896617
4	0.6403428316
5	0.6308363676
6	0.6239213943
7	0.6143492063
8	0.6077920993
9	0.6010123094
10	0.5950498581
11	0.5867885351
12	0.5776776473
13	0.5699429512
14	0.560328722
15	0.5554219087
16	0.5505839189
17	0.5437221527
18	0.535591046
19	0.5277746518
20	0.5206979116
21	0.5151697
22	0.508179307
23	0.5015788078
24	0.4945832094
25	0.4860043526
26	0.4781581561
27	0.4716644287
28	0.4645390511
29	0.4588503043
30	0.4534657796
31	0.4448546171
32	0.4390850067
33	0.4321290652
34	0.4274238348
35	0.4245779514
36	0.4209272861
37	0.4164351622
38	0.4129045804
39	0.4091911316
40	0.4023425579
41	0.3979932467
42	0.393411239
43	0.3890878757
44	0.3867394129
45	0.380117019
46	0.3766462008
47	0.3718876044
48	0.3673617045
49	0.36393857
50	0.3601610263
51	0.354904294
52	0.3496427536
53	0.3446226517
54	0.3425796827
55	0.339375337
56	0.3368411859
57	0.3337878784
58	0.3307262858
59	0.3286596934
60	0.3243198991
61	0.3216759165
62	0.3171469569
63	0.3135112127
64	0.309729894
65	0.307131807
66	0.3035226266
67	0.3009641369
68	0.2979582548
69	0.2948836486
70	0.2916287184
71	0.2884369493
72	0.2847171227
73	0.282711784
74	0.280336837
75	0.2777841886
76	0.27297165
77	0.2710420688
78	0.2683508794
79	0.2668937842
80	0.264566799
81	0.2625456055
82	0.2605402867
83	0.2574573358
84	0.2551576296
85	0.2526103059
86	0.2502245108
87	0.2464305758
88	0.2446251114
89	0.2425554593
90	0.2405085961
91	0.2391729554
92	0.2376638254
93	0.2350562811
94	0.2334813873
95	0.2314575911
96	0.2277619839
97	0.2254312634
98	0.223915418
99	0.2226219376
100	0.2213864724
101	0.2181551655
102	0.2167359988
103	0.2155014873
104	0.2139259179
105	0.2113272349
106	0.2093009353
107	0.2069749435
108	0.2057439089
109	0.2047421932
110	0.2035905917
111	0.2018151879
112	0.2009786765
113	0.1999784907
114	0.1988317569
115	0.1967667143
116	0.1950224638
117	0.1936771472
118	0.1925895611
119	0.1909490029
120	0.1892657081
121	0.1870721976
122	0.1857839823
123	0.1844160755
124	0.1829522649
125	0.1817361514
126	0.1810902357
127	0.179963549
128	0.1787079374
129	0.1779392163
130	0.1769480705
131	0.1755959392
132	0.174636066
133	0.1731663744
134	0.1715712945
135	0.1706908345
136	0.1690322161
137	0.1677503784
138	0.1664466262
139	0.1652542651
140	0.1641109784
141	0.1630695562
142	0.1619230807
143	0.1605041226
144	0.1595043739
145	0.1586188078
146	0.1568825642
147	0.1556721032
148	0.1543967525
149	0.1529738704
150	0.152338326
151	0.1516015728
152	0.1508478721
153	0.15037781
154	0.1492450833
155	0.1480213801
156	0.1471422712
157	0.1458548506
158	0.1445034643
159	0.1438403328
160	0.1427642306
161	0.1417575379
162	0.1410156488
163	0.1399779816
164	0.1392430464
165	0.1388277809
166	0.1374703646
167	0.1366630892
168	0.1362752517
169	0.1354797681
170	0.1345333258
171	0.1338048776
172	0.1330892444
173	0.1321041187
174	0.1311969161
175	0.1304338773
176	0.1296908061
177	0.128454864
178	0.1271947523
179	0.1262489657
180	0.1251678268
181	0.1248422662
182	0.1241462926
183	0.1234299143
184	0.1223414739
185	0.1215297381
186	0.1204174757
187	0.1198442777
188	0.1191272338
189	0.118002514
190	0.1176018417
191	0.1169542869
192	0.1160631776
193	0.1153523723
194	0.1144774059
195	0.1137831807
196	0.1133372088
197	0.1119772196
198	0.1110694905
199	0.1104468107
200	0.1098086039
201	0.1092151801
202	0.1087909242
203	0.108018895
204	0.1075974107
205	0.1074095964
206	0.1066325009
207	0.1061328053
208	0.1053136786
209	0.1045779387
210	0.1040974359
211	0.1032066544
212	0.1027501822
213	0.1018519104
214	0.101046135
215	0.1006870468
216	0.1001557112
217	0.09976987044
218	0.09924315413
219	0.09820351005
220	0.09739692012
221	0.0967904528
222	0.09635653098
223	0.09626104434
224	0.09537772338
225	0.0945105354
226	0.09390578667
227	0.0932863752
228	0.09268085162
229	0.09215461214
230	0.09155107538
231	0.09111487865
232	0.09066109856
233	0.09023015698
234	0.08976277709
235	0.08935513099
236	0.08898975452
237	0.08812234799
238	0.08768986662
239	0.08696812391
240	0.08642791708
241	0.08578958114
242	0.08531920115
243	0.08487725258
244	0.08456119895
245	0.08396363258
246	0.0835972925
247	0.0832341214
248	0.08294122914
249	0.08235228062
250	0.08205878735
251	0.08131132027
252	0.08095190426
253	0.0801858604
254	0.07984414697
255	0.07941652834
256	0.07909353574
257	0.07863214115
258	0.07803622882
259	0.07754345238
260	0.07720662157
261	0.07672021786
262	0.07631318271
263	0.07590559125
264	0.075278307
265	0.07482382655
266	0.0742345204
267	0.07367947698
268	0.073356842
269	0.07257694503
270	0.07230730851
271	0.07195004821
272	0.07162500421
273	0.07124128441
274	0.07086058458
275	0.07039414843
276	0.07007864118
277	0.06978960335
278	0.06938717266
279	0.06896583239
280	0.06823782623
281	0.06805565457
282	0.06789369881
283	0.06754496197
284	0.06719033917
285	0.06682681044
286	0.06640692552
287	0.06619944175
288	0.06569150587
289	0.06524654229
290	0.0648243924
291	0.06451895833
292	0.06422707438
293	0.06390040119
294	0.0635633717
295	0.06316328545
296	0.06279957791
297	0.0623969386
298	0.06212040782
299	0.06180847188
300	0.06151029468
301	0.06120279431
302	0.06087299188
303	0.06063855688
304	0.06035437187
305	0.05997226636
306	0.059581846
307	0.05922709405
308	0.05888405442
309	0.058541134
310	0.0582750241
311	0.05806913475
312	0.05775416394
313	0.05745562911
314	0.05725862583
315	0.05679350098
316	0.05654117465
317	0.05608684818
318	0.05581368009
319	0.05558099846
320	0.05533395211
321	0.05494740109
322	0.05473593871
323	0.05450433493
324	0.05421200395
325	0.05376792947
326	0.05352773269
327	0.05309784909
328	0.05284018318
329	0.05257930358
330	0.05224481225
331	0.05199902753
332	0.05177305142
333	0.05145847797
334	0.05129072567
335	0.05101034045
336	0.05072732766
337	0.05044149856
338	0.05029216409
339	0.04999022186
340	0.04978991548
341	0.04933665196
342	0.04912023743
343	0.04896678527
344	0.04870789746
345	0.04849842687
346	0.04823768636
347	0.04801660776
348	0.04778020581
349	0.04752494395
350	0.04733254512
351	0.04709392786
352	0.04687857131
353	0.04665146271
354	0.04645102223
355	0.04628354311
356	0.04590893785
357	0.04554105798
358	0.04526283344
359	0.04506889482
360	0.04481762648
361	0.04461309314
362	0.04445078969
363	0.04418555895
364	0.04400553306
365	0.0438880523
366	0.04364156226
367	0.04353438814
368	0.04337885976
369	0.04311139385
370	0.0428746293
371	0.04262499015
372	0.04242082437
373	0.04226944844
374	0.04211736719
375	0.04196933905
376	0.04174945752
377	0.0416125978
378	0.04135352621
379	0.04116397599
380	0.04092229654
381	0.04074105869
382	0.04060361783
383	0.04041321079
384	0.04023013761
385	0.04006607831
386	0.03992891063
387	0.03976659228
388	0.03957909842
389	0.03944797814
390	0.03926352908
391	0.03903332849
392	0.03878849496
393	0.03863554696
394	0.03842005879
395	0.03831622998
396	0.03809720774
397	0.03796590368
398	0.03766806424
399	0.03741294642
400	0.03721944739
401	0.03707890213
402	0.03690499067
403	0.03674801687
404	0.03665613135
405	0.0364230896
406	0.03626034906
407	0.03609889001
408	0.03587178389
409	0.03567850341
410	0.03545557708
411	0.03532180438
412	0.03517127037
413	0.03497286638
414	0.03470588972
415	0.03450989723
416	0.03437078496
417	0.03424399098
418	0.03408960501
419	0.0339389195
420	0.03376722833
421	0.03354797512
422	0.03336287042
423	0.03316027919
424	0.03295242786
425	0.03283566982
426	0.03266298026
427	0.03254015744
428	0.03244626522
429	0.0322291851
430	0.03205069403
431	0.03188922008
432	0.03178669016
433	0.03154031932
434	0.03140049179
435	0.03119227042
436	0.03101695081
437	0.03082667788
438	0.03072531521
439	0.03059391677
440	0.03039720903
441	0.03030108909
442	0.03012818595
443	0.03000073135
444	0.02986302972
445	0.02975260963
446	0.02964535852
447	0.02950431406
448	0.02936434001
449	0.02923348298
450	0.02907734613
451	0.02893918753
452	0.02874473482
453	0.02860915164
454	0.02849898736
455	0.02832085391
456	0.02822763721
457	0.02805568278
458	0.02794657151
459	0.02784002821
460	0.02765772492
461	0.0275692294
462	0.02745509644
463	0.02732624859
464	0.02721411983
465	0.02707663675
466	0.02699135741
467	0.02688496312
468	0.02679154277
469	0.02670650433
470	0.02658013006
471	0.0265122503
472	0.0264104257
473	0.02630544702
474	0.02615870535
475	0.02603945633
476	0.02589953442
477	0.02578326066
478	0.02569974462
479	0.02561115722
480	0.02551998198
481	0.02542387942
482	0.02534217387
483	0.02521947026
484	0.0251215299
485	0.02503530184
486	0.02494478722
487	0.02477185925
488	0.02467346191
489	0.02456790706
490	0.02445378403
491	0.02438033124
492	0.0242570589
493	0.02415079872
494	0.02408314248
495	0.02396908154
496	0.02385705213
497	0.02376836538
498	0.02367193252
499	0.0235845993
500	0.02351018786
501	0.02338717381
502	0.02328400314
503	0.02316684773
504	0.02305525045
505	0.02290611217
506	0.02279773851
507	0.02270599703
508	0.0225948741
509	0.02247712264
510	0.02239182095
511	0.02225018541
512	0.02212664485
513	0.02197265873
514	0.02185798685
515	0.02177784344
516	0.02163197349
517	0.02153418958
518	0.02146719396
519	0.02139228086
520	0.02132084966
521	0.02121273677
522	0.02113820861
523	0.02103408674
524	0.02099150916
525	0.02088070909
526	0.0207987912
527	0.02065664157
528	0.02058257163
529	0.02046810711
530	0.02039015169
531	0.02026766787
532	0.02021125828
533	0.02013498545
534	0.02001937975
535	0.01994185398
536	0.01988658433
537	0.01981369158
538	0.01972109452
539	0.01961609224
540	0.0195353354
541	0.01946751773
542	0.01940822601
543	0.01931078359
544	0.0192180636
545	0.01913558692
546	0.01902581379
547	0.01895196363
548	0.01889189954
549	0.01881564781
550	0.01876307155
551	0.01869432752
552	0.01860213652
553	0.0184844844
554	0.01839030782
555	0.01829640071
556	0.01820587118
557	0.01810119798
558	0.01801778997
559	0.01794398203
560	0.0178861705
561	0.01781317592
562	0.01774610827
563	0.0176580747
564	0.017572773
565	0.0175164702
566	0.01743446539
567	0.01735446602
568	0.01729638626
569	0.01723067959
570	0.01715052376
571	0.0170898214
572	0.01700398326
573	0.016938818
574	0.01690031712
575	0.01681246608
576	0.01675442358
577	0.01670692489
578	0.01662593583
579	0.01655003925
580	0.01648752888
581	0.01642957454
582	0.01635561511
583	0.01629933342
584	0.01625018567
585	0.01615911225
586	0.01611951987
587	0.0160502779
588	0.01597985998
589	0.01595155274
590	0.01589682326
591	0.01584032178
592	0.01581353197
593	0.01577873031
594	0.01571406424
595	0.01565608382
596	0.015597033
597	0.01552524542
598	0.01546296601
599	0.01541085914
600	0.01535886029
601	0.01529416939
602	0.01523305972
603	0.01515396933
604	0.01510040586
605	0.01505781213
606	0.01498988395
607	0.01494406909
608	0.01492146899
